,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.04791801014083901,0.0,0.0,0.0,0.14124476797201488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.048072811757997026,0.0,0.10163647439587105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017653456573669547,0.0,0.0,0.0,0.0,0.13818558180650695,0.009781078493372286,0.0,0.0,0.006964016405959598
2,0.032338013146811076,0.0,0.0,0.0,0.07619032756965821,0.0,0.0,0.0,0.0,0.0,0.00021366592030054802,0.1272038832450049,0.0,7.167812184197068e-05,0.0,0.0,0.0,0.0,0.0,0.0
3,0.03938898751147077,0.0,0.0,0.0,0.08808735526272822,0.0,0.0,0.0,0.0,0.0,0.0,0.001552274103019456,0.0,0.0,0.0,0.1276213073834168,0.0,0.0,0.0,0.0
4,0.02811873262371431,0.0,0.0,0.00026427083264549887,0.06386604431784995,0.0006003624611814948,0.0006507989226966032,0.0003955953718546763,0.0,2.5765561350810577e-05,0.0,0.00026915142849338566,0.0,0.0009403618658601105,0.0,0.09639918531032873,0.0,0.00013619248853039692,0.008994648188320107,0.0011932780364962282
5,0.0409640113777106,0.0,0.0,0.0,0.0995026133344933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.00014451535375549864,2.866038178889845e-05,0.0,3.950094417433144e-05,0.0,0.0014307802837985415,0.0009322854194631063,0.0,6.344862175205148e-05,0.0,2.161799716804369e-05,0.0,0.0,0.0,0.0012991572153153081,0.0,0.0012259086799633766,0.0,0.0,0.0
7,0.039003917355371766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08542116718850662,0.0,0.13629322658282206,0.0,0.0,0.010393698198242428,0.0014306629294449779
8,0.04603140269123805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16397640145304104,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0015417992010549723,0.00010759953521093087,0.00010325175198209278,0.0,0.0001515810254242297,0.0,0.0,0.0,0.0011373971793666423,0.0003671754160806914,0.0003171986759348425,0.003656581550681619,4.366957302158355e-05,0.0006929378511687224,0.0,0.0069025247917332295,0.000434196042387479,0.0008305210036453365,0.010434424460818383,0.0011730577946559627
